Iteration #,Resid
0.0,6.493466863753778
1.0,6.492215875141686
2.0,6.490964076019174
3.0,6.48971146545773
4.0,6.488458042529465
5.0,6.487203806306871
6.0,6.485948755862856
7.0,6.484692890270767
8.0,6.4834362086043775
9.0,6.482178709937887
10.0,6.480920393345942
11.0,6.479661257903961
12.0,6.478401302688813
13.0,6.477140526776503
14.0,6.4758789292435175
15.0,6.474616509166819
16.0,6.473353265623867
17.0,6.472089197692628
18.0,6.4708243044518055
19.0,6.469558584982173
20.0,6.468292038363566
21.0,6.46702466367927
22.0,6.46576026169266
23.0,6.4644965315828
24.0,6.463231976331498
25.0,6.461966595015608
26.0,6.460700386710229
27.0,6.459433350491355
28.0,6.458165485435593
29.0,6.456896790621172
30.0,6.455629767620052
31.0,6.454364710739764
32.0,6.453102636438557
33.0,6.45184109920504
34.0,6.450578744564985
35.0,6.449316648477263
36.0,6.448054856420867
37.0,6.446792250933987
38.0,6.445530372287384
39.0,6.444267882592496
40.0,6.443004577911963
41.0,6.441740457355596
42.0,6.440476487743553
43.0,6.439212151607251
44.0,6.43794811530499
45.0,6.4366834035546105
46.0,6.435418691687328
47.0,6.434153499931357
48.0,6.432887488907031
49.0,6.4316206577216475
50.0,6.430353005484097
51.0,6.429084531303854
52.0,6.427815234290969
53.0,6.426545113556097
54.0,6.425274168210491
55.0,6.424002670268066
56.0,6.422735227499424
57.0,6.421468989129512
58.0,6.420203246569563
59.0,6.4189366768890155
60.0,6.417669279185168
61.0,6.416401052555881
62.0,6.415133706351777
63.0,6.413866273874859
64.0,6.41259800821194
65.0,6.4113292369759805
66.0,6.4100644215155835
67.0,6.408800370044232
68.0,6.407537397182281
69.0,6.406274135762851
70.0,6.405011785146931
71.0,6.4037487589858255
72.0,6.402484889970552
73.0,6.401220439273553
74.0,6.399955404425498
75.0,6.398691136788413
76.0,6.397426022721546
77.0,6.396160385593419
78.0,6.394893989540708
79.0,6.393627702782219
80.0,6.392361468762541
81.0,6.391095794220633
82.0,6.38982987791265
83.0,6.388565349322912
84.0,6.387302629931784
85.0,6.386039260005357
86.0,6.3847752388358066
87.0,6.383510565715847
88.0,6.382245239938631
89.0,6.380979260797772
90.0,6.379712859440286
91.0,6.378445842271859
92.0,6.377178168732801
93.0,6.375910624101031
94.0,6.374643911059943
95.0,6.373376901505501
96.0,6.372110497908401
97.0,6.370843677865365
98.0,6.369576360917895
99.0,6.368308437796476
100.0,6.367040029185854
101.0,6.36577120693883
102.0,6.364502427753637
103.0,6.3632337425058605
104.0,6.361964389356935
105.0,6.360694367601409
106.0,6.3594241713060695
107.0,6.3581536422320015
108.0,6.356882442067511
109.0,6.355610719198142
